activity_date,address,apartment_type,balcony,bathroom,building_series,building_type,ceiling_height,ceiling_type,commission,complexName,description,distance,district,elevators,emergency,entrances,estimated_price,extractedAt,garbage_chute,gas_supply,has_air_conditioner,has_bathtub,has_dishwasher,has_internet,has_kitchen_furniture,has_refrigerator,has_room_furniture,has_shower_cabin,has_tv,has_washing_machine,heating,image_urls,is_unpublished,kitchen_area,layout,living_area,living_conditions,metro_station,negotiable,neighborhood,offer_id,offer_url,parking,prepayment,price_change_value,price_value,renovation,rental_period,room_area,room_count,rooms_for_rent,rooms_in_apartment,security_deposit,sleeping_places,status,title,today_views,total_area,total_views,unique_views,unpublished_date,updated_time,utilities_payment,view,year_built,url,floor,total_floors,previous_price_value
2025-04-30 16:02:00,"Студенческая ул., 34",,,1 раздельный,Индивидуальный проект,,3.1,Нет информации,70.0,,"Сдается квартира в жилом состоянии без ремонта. Изолированные комнаты- мебель имеется, просторная кухня с наборными шкафами, стиральная машина, холодильник. Дом в хорошем состоянии и оснащен пассажирским лифтом. Для автовладельцев предусмотрена наземная парковка. В доме проведено подключение к интернету, поэтому вы всегда будете на связи.

Рядом с домом находятся школы, детские сады и магазины, поэтому все необходимое для комфортной жизни будет у вас под рукой. Отличная транспортная доступность позволит быстро добраться до центра города. До метро студенческая 6 минут пешком. Рассмотрим Всех приличных на длительный срок.",3.07,ЗАО,1 пассажирский,Нет,6.0,71000.0,2025-06-11 03:02:56,,Центральное,False,True,False,True,True,True,True,False,False,True,Центральное,,True,7.5,Изолированная,,,Студенческая,,р-н Дорогомилово,316987817,https://www.cian.ru/rent/flat/316987817/,Наземная,1.0,,70000,Без ремонта,от года,,2.0,,,70000.0,,non active,"2-комн. квартира, 52 м², 3/5 этаж",30.0,52.0,151.0,106.0,2025-05-07 19:58:00,2025-04-30 16:02:00,включена (без счётчиков),Во двор,1936.0,,3.0,5.0,
2025-05-18 19:51:00,"ул. Новый Арбат, 26",,,1 совмещенный,Индивидуальный проект,Панельный,,Железобетонные,0.0,,"Уютная квартира, евроремонт. Прекрасный вид, при этом квартира довольно тихая, что редкость для этого района. Есть все необходимое: новый телевизор (диагональ 50', Сбер Салют ТВ), кухонный гарнитур, плита, посудомоечная машина, стиральная машина, холодильник, кондиционер, двуспальная кровать, диван с ортопедическим основанием, техника, посуда, вай-фай. Новый матрас по запросу.
Цена: 100.000₽ (коммуналка, консьерж, wi-fi) + счетчики. страховой залог за месяц аренды, можно разбить 
Аренда на длительный срок.
В аренду рассматриваем одного-двух арендаторов не курящих, без вредных привычек, без животных.",2.49,ЦАО,"1 пассажирский, 1 грузовой",Нет,1.0,84000.0,2025-06-11 02:53:05,Да,,True,True,True,True,True,True,True,False,True,True,Центральное,,True,10.0,Изолированная,20.0,,Арбатская,,р-н Арбат,317636183,https://www.cian.ru/rent/flat/317636183/,Наземная,1.0,-5000.0,95000,Евроремонт,от года,,1.0,,,95000.0,,non active,"1-комн. квартира, 38 м², 5/26 этаж",35.0,38.0,78.0,68.0,2025-06-04 15:27:00,2025-05-18 19:51:00,включена (без счётчиков),На улицу,1968.0,,5.0,26.0,100000.0
2025-04-15 09:39:00,"Духовской пер., 20кБ",,1 балкон,1 совмещенный,,Кирпичный,2.85,Нет информации,50.0,,"Ищете уютное место для проживания в Москве? Мы предлагаем вам аренду трехкомнатной квартиры в кирпичном доме на Духовском переулке. Общая площадь квартиры составляет 53 кв. м, жилая — 42 кв. м, а кухня — 9 кв. м. Квартира расположена на 4 этаже 5-этажного здания, построенного в 1958 году. Высота потолков — 2,85 метра, окна выходят во двор, что обеспечит вам тишину и уют.


Квартира полностью меблирована и готова к проживанию. На кухне и в комнатах есть вся необходимая мебель. Для вашего удобства установлены холодильник, посудомоечная и стиральная машины. Ванная комната оборудована ванной, а санузел совмещен. Также имеется балкон, где можно наслаждаться свежим воздухом.

Дом находится в хорошем состоянии, для автовладельцев предусмотрена наземная парковка. Район обжитой, с развитой инфраструктурой: рядом расположены школы, детские сады, клиники и магазины. До станции метро ""Тульская"" можно дойти пешком всего за 10 минут, что делает передвижение по городу максимально удобным.



Рассмотрим разные составы!

Не упустите возможность снять эту замечательную квартиру! Звоните и записывайтесь на просмотр",5.67,ЮАО,,Нет,3.0,103000.0,2025-06-11 03:28:29,Да,Центральное,False,True,True,False,True,True,True,False,False,True,Центральное,,True,9.0,,38.0,можно с детьми,Тульская,,р-н Даниловский,315586589,https://www.cian.ru/rent/flat/315586589/,Наземная,1.0,,85000,,от года,,3.0,,,80000.0,,non active,"3-комн. квартира, 53 м², 4/5 этаж",,53.0,250.0,153.0,2025-04-23 19:12:00,2025-04-15 09:39:00,включена (без счётчиков),Во двор,1958.0,,4.0,5.0,
2025-06-01 12:04:00,"Валовая ул., 8/18",,,1 раздельный,Индивидуальный проект,Кирпичный,3.2,Железобетонные,0.0,,"Oт сoбствeнника без комиссии! Пpосторная двуxкомнaтная квapтиpa в кирпичном дoме 3 минут oт мeтpo Пaвелецкая. Kвaртиpa в oтличном coстоянии пocлe кaпитaльного peмонта (сoвременый стиль). Укoмплектoвана всeй нeобходимoй мебeлью и тeхникой, 2 кондиционера и электрический водонагреватель. Закpытая теpритория, парковка (шлагбаум). Отличная инфраструктура.

Предлагается в долгосрочную аренду для семейной пары или одиноких, строго без животных.

100.000 руб/месяц + вода + электричество (по счётчикам). Залог 100.000 руб (Можно разделить на 2 части). БЕЗ комиссии!

Контакт : Звонки и сообщения на сайте",4.57,ЦАО,2 пассажирских,Нет,6.0,111000.0,2025-06-11 03:46:03,Да,,True,True,False,True,True,True,True,False,True,True,Центральное,,True,9.0,Изолированная,38.0,,Павелецкая,,р-н Замоскворечье,297948540,https://www.cian.ru/rent/flat/297948540/,Наземная,1.0,,100000,Евроремонт,от года,,2.0,,,100000.0,,non active,"2-комн. квартира, 55,4 м², 5/11 этаж",8.0,55.4,736.0,279.0,2025-06-04 12:37:00,2025-06-01 12:04:00,включена (счётчики включены),На улицу,1962.0,,,,
2025-05-27 18:22:00,"ул. Большая Якиманка, 32",,,1 совмещенный,Индивидуальный проект,Панельный,,Железобетонные,50.0,,"Предлагается в аренду однокомнатная квартира. В квартире произведен дизайнерский ремонт, квартира полностью меблирована и оснащена всей необходимой бытовой техникой. Очень удобное месторасположение. Парковка во дворе под шлагбаумом. Есть возможность организовать еженедельную уборку, за отдельную плату. Квартира сдается на длительный срок.",3.51,ЦАО,2 пассажирских,Нет,6.0,95000.0,2025-06-11 03:52:52,Да,Центральное,True,False,False,True,True,True,True,True,True,True,Центральное,"https://images.cdn-cian.ru/images/16/467/701/kvartira-moskva-ulica-bolshaya-yakimanka-1077646176-1.jpg,https://images.cdn-cian.ru/images/16/467/701/kvartira-moskva-ulica-bolshaya-yakimanka-1077646166-1.jpg,https://images.cdn-cian.ru/images/16/467/701/kvartira-moskva-ulica-bolshaya-yakimanka-1077646175-1.jpg,https://images.cdn-cian.ru/images/16/467/701/kvartira-moskva-ulica-bolshaya-yakimanka-1077646168-1.jpg,https://images.cdn-cian.ru/images/16/467/701/kvartira-moskva-ulica-bolshaya-yakimanka-1077646172-1.jpg,https://images.cdn-cian.ru/images/16/467/701/kvartira-moskva-ulica-bolshaya-yakimanka-1077646177-1.jpg,https://images.cdn-cian.ru/images/16/467/701/kvartira-moskva-ulica-bolshaya-yakimanka-1077646174-1.jpg,https://images.cdn-cian.ru/images/16/467/701/kvartira-moskva-ulica-bolshaya-yakimanka-1077646160-1.jpg,https://images.cdn-cian.ru/images/16/467/701/kvartira-moskva-ulica-bolshaya-yakimanka-1077646170-1.jpg,https://images.cdn-cian.ru/images/16/467/701/kvartira-moskva-ulica-bolshaya-yakimanka-1077646150-1.jpg,https://images.cdn-cian.ru/images/16/467/701/kvartira-moskva-ulica-bolshaya-yakimanka-1077646173-1.jpg,https://images.cdn-cian.ru/images/16/467/701/kvartira-moskva-ulica-bolshaya-yakimanka-1077646152-1.jpg,https://images.cdn-cian.ru/images/16/467/701/kvartira-moskva-ulica-bolshaya-yakimanka-1077646163-1.jpg,https://images.cdn-cian.ru/images/16/467/701/kvartira-moskva-ulica-bolshaya-yakimanka-1077646153-1.jpg,https://images.cdn-cian.ru/images/16/467/701/kvartira-moskva-ulica-bolshaya-yakimanka-1077646154-1.jpg,https://images.cdn-cian.ru/images/16/467/701/kvartira-moskva-ulica-bolshaya-yakimanka-1077646161-1.jpg,https://images.cdn-cian.ru/images/16/467/701/kvartira-moskva-ulica-bolshaya-yakimanka-1077646157-1.jpg,https://images.cdn-cian.ru/images/16/467/701/kvartira-moskva-ulica-bolshaya-yakimanka-1077646171-1.jpg",False,6.0,,,,Октябрьская,,р-н Якиманка,255511271,https://www.cian.ru/rent/flat/255511271/,,1.0,,85000,Дизайнерский,от года,,1.0,,,85000.0,,active,"1-комн. квартира, 32 м², 4/12 этаж",7.0,32.0,2873.0,671.0,,2025-05-27 18:22:00,включена (без счётчиков),На улицу,1967.0,,4.0,12.0,
2025-04-05 22:00:00,"Духовской пер., 19",,,1 совмещенный,,Монолитный,3.0,Нет информации,50.0,ЖК «Донской квартал»,"Предлагаем в аренду уютную студию с дизайнерским ремонтом в современном монолитном доме с высокими потолками в 3 метра, что создает ощущение простора. До станции метро ""Тульская"" всего 10 минут пешком.

В квартире есть все необходимое для комфортного проживания: мебель на кухне и в комнате, холодильник, телевизор и стиральная машина. Санузел совмещенный, с душевой кабиной. Окна выходят во двор, поэтому в квартире всегда тихо и спокойно.

Район располагает всей необходимой инфраструктурой.

Аренда оформляется по договору, комиссия агентства — обсуждается индивидуально. Залог — один месяц. Квартира готова принять одного или двух жильцов.

Записывайтесь на просмотр, чтобы лично оценить все преимущества этой квартиры.",5.58,ЮАО,2 грузовых,Нет,,88000.0,2025-06-11 03:24:55,,,False,False,False,True,True,True,True,True,True,True,Нет информации,,True,5.0,,10.0,,Тульская,,р-н Донской,315905856,https://www.cian.ru/rent/flat/315905856/,Наземная,1.0,,70000,Дизайнерский,от года,,,,,70000.0,,non active,"Студия, 24,7 м², 5/11 этаж",,24.7,551.0,300.0,2025-05-20 20:38:00,2025-04-05 22:00:00,включена (без счётчиков),Во двор,2021.0,,5.0,11.0,
2025-06-02 11:39:00,"ул. Шаболовка, 69/32",,1 балкон,1 раздельный,,,,Нет информации,0.0,,"Актуально! Прямая аренда от собственника! От меня)) Сдается на длительный срок 2 комнатная квартира в Москве. Сделала ремонт) Вы будете будто в новой! Шикарное расположение: в пешей доступности м.Шаболовка 8 мин, м.Тульская 13 мин, м.Ленинский проспект и МЦК Гагаринский 19 мин. Рядом кинотеатр Алмаз (прям напротив), почта, магазины, аптеки, ПВЗ, школа #630, Даниловский рынок, университеты. Район комфортный, уютный, атмосферный. Вдоль аллеи замечательная зона для пробежек и прогулок (парк Серпуховский вал). Соседи спокойные и адекватные. 4 этаж. Общая площадь 39 кв.м., 2 отдельные изолированные комнаты, раздельный санузел, застекленный балкон, в наличии мебель (кровать, диван, шкафы, абсолютно кухонный гарнитур со встраиваемой необходимой бытовой техникой, в т.ч. посудомоечной машиной и установленным фильтром очистки воды) и бытовая техника (холодильник, 2 телевизора, микроволновка, стиральная машина). В большой комнате установлен кондиционер. Интернет сами проводите. Стоимость аренды: 80 тыс.руб.+счетчики. Депозит 80 тыс.руб. (возвращается, что все в порядке при проверке). В квартире не курят. Без домашних животных. Рассматриваю жильцов только на длительный срок, требования: платежеспособность и аккуратность. Контакт: Эльвира (Вотсап, 912-три99-пчть968). Квартира сдается дистанционно от собственника. Просмотр возможен по предварительной договоренности. Риэлторов просьба не беспокоить, предпочитаю непосредственно с арендатором. Субаренду не предлагать.",4.41,ЮАО,2 пассажирских,Нет,1.0,,2025-06-11 03:10:46,Да,Центральное,True,False,True,False,True,True,True,True,True,True,Центральное,,True,6.0,Изолированная,22.0,можно с детьми,Шаболовская,,р-н Даниловский,316594997,https://www.cian.ru/rent/flat/316594997/,,1.0,-3000.0,80000,Евроремонт,от года,,2.0,,,80000.0,,non active,"2-комн. квартира, 40 м², 4/9 этаж",16.0,40.0,765.0,414.0,2025-06-07 16:12:00,2025-06-02 11:39:00,включена (счётчики включены),На улицу и двор,1962.0,,4.0,9.0,83000.0
2025-04-18 13:00:00,"Большой Кондратьевский пер., 8С1",,1 балкон,1 совмещенный,Индивидуальный проект,Кирпичный,,Железобетонные,40.0,,"Общая площадь составляет 40 кв. м, жилая площадь — 20 кв. м, кухня — 10 кв. м. Квартира расположена на 8-м этаже 8-этажного дома. Всего в доме два пассажирских лифта, поэтому подниматься на верхний этаж будет комфортно.

Квартира с современным евроремонтом и продуманной планировкой. В комнате и на кухне есть вся необходимая мебель. В наличии техника: холодильник, телевизор, стиральная машина и кондиционер, поэтому можно сразу заселяться без дополнительных затрат. Санузел совмещённый, оборудован ванной. Окна выходят во двор, поэтому в квартире всегда тихо и спокойно.

Дом в отличном состоянии, подъезды чистые и ухоженные. Ближайшая станция метро ""Белорусская"" находится всего в 5 минутах пешком, что обеспечивает удобный доступ к любой точке города. Рядом с домом расположены школы, детские сады, клиники и магазины, поэтому все необходимые учреждения находятся в шаговой доступности.

Не упустите шанс заселиться в эту замечательную квартиру! Записывайтесь на просмотр, чтобы увидеть её своими глазами и оценить все преимущества проживания в этом районе.",4.87,ЦАО,2 пассажирских,Нет,1.0,80000.0,2025-06-11 03:20:51,,Центральное,True,False,False,True,True,True,True,True,True,True,Центральное,,True,10.0,,20.0,можно с детьми и животными,Белорусская,,р-н Пресненский,316104722,https://www.cian.ru/rent/flat/316104722/,,1.0,,80000,Евроремонт,от года,,1.0,,,80000.0,,non active,"1-комн. квартира, 40 м², 8/8 этаж",,40.0,429.0,309.0,2025-04-20 12:19:00,2025-04-18 13:00:00,включена (счётчики включены),Во двор,1961.0,,8.0,8.0,
2025-04-17 17:50:00,"Васильевская ул., 4",,,1 раздельный,Индивидуальный проект,Кирпичный,,Железобетонные,50.0,,"Сдаем в долгосрочную аренду уютную изолированную квартиру расположенную  в ЦАО, район Пресненский в старинном кирпичном доме с высокими потолками в шаговой доступности от станции метро Белорусская. Окна выходят на тихую улицу и во двор. Квартира укомплектована всем необходимым для комфортного проживания. Тихие, приличные соседи. Район со сложившейся инфраструктурой ( все в шаговой доступности ). Удобный выезд в любую часть Москвы. Сдаем на длительный срок . Предпочтение семейным парам. Проживание животных обсуждается.",4.53,ЦАО,1 пассажирский,Нет,7.0,,2025-06-11 03:14:07,Да,Центральное,True,True,False,False,True,True,True,False,False,True,Центральное,,True,7.4,,32.5,можно с детьми и животными,Маяковская,,р-н Пресненский,316437684,https://www.cian.ru/rent/flat/316437684/,Наземная,1.0,,70000,Косметический,от года,,2.0,,,70000.0,,non active,"2-комн. квартира, 54 м², 2/9 этаж",,54.0,471.0,290.0,2025-04-22 12:59:00,2025-04-17 17:50:00,включена (без счётчиков),Во двор,1959.0,,2.0,9.0,
2025-03-31 00:00:00,"ул. Шаболовка, 17",,1 лоджия,1 раздельный,Индивидуальный проект,,2.4,Железобетонные,50.0,,"Предлагается 1-комнатная квартира общей площадью 32.8 м² недалеко от станции метро ""Шаболовская"". Для комфортного проживания в наличии имеется вся необходимая мебель. Кухонный гарнитур оснащен духовой печью. Для удобства организованы гардеробная комната и кладовая. Из дополнительных преимуществ - наличие лоджии. Окна обращены во двор, обеспечивая тишину.

 - Страховой депозит можно оплатить 2-мя частями.
 - Сдаётся впервые после ремонта.
 - Можно с детьми и животными.

 - Объект представляет агент Capital Mars - Анастасия.
 - ID объекта 777433.",3.98,ЦАО,,Нет,1.0,64000.0,2025-06-11 03:32:13,,,True,True,False,True,False,False,True,False,False,True,Центральное,,True,9.0,,17.0,можно с детьми и животными,Шаболовская,,р-н Якиманка,315006192,https://www.cian.ru/rent/flat/315006192/,,2.0,5000.0,85000,,от года,,1.0,,,85000.0,,non active,"1-комн. квартира, 32,8 м², 2/10 этаж",1.0,32.8,316.0,196.0,2025-05-12 18:03:00,2025-03-31 00:00:00,включена (без счётчиков),Во двор,1978.0,,2.0,10.0,80000.0
2025-06-13 12:11:00,"ул. Малая Грузинская, 38",,1 балкон,1 раздельный,Индивидуальный проект,Кирпичный,2.8,Железобетонные,60.0,,"Код объекта: 1626584.
 Уникальное предложение для арендаторов в одном из самых престижных районов Москвы!

Сдаётся трёхкомнатная квартира. Квартира расположена на 6 этаже семиэтажного кирпичного дома. Имеется необходимая мебель и техника, спальные места. Много места для хранения вещей. 

В квартире выполнен косметический ремонт, комнаты изолированы, что обеспечивает комфорт и уединение. Площадь комнат — 21,3 кв. м, 18,4 кв. м и 13,2 кв. м, площадь кухни — 10 кв. м. Балкон без остекления. Раздельный санузел. Дом оборудован пассажирским лифтом.

Район отлично развит с точки зрения инфраструктуры: здесь есть всё необходимое для комфортной жизни — магазины, школы, детские сады, парки и спортивные клубы. Хорошая транспортная доступность позволяет быстро добраться до центра города и других ключевых точек.

Собственник не рассматривает бригады, организации, субаренду. 
Рассмотрит семейные пары, семью с детьми, или студентов.Ответсвенных,соблюдающих чистоту и порядок.   

У собственника есть отдельные пожелания к жильцам, которые можно обсудить по телефону. 
Мы гарантируем безопасную сделку и юридическую поддержку нашим клиентам.",4.37,ЦАО,1 пассажирский,Нет,5.0,111500.0,2025-06-11 02:32:37,,Центральное,False,True,False,False,True,True,True,False,False,True,Центральное,"https://images.cdn-cian.ru/images/2511538324-1.jpg,https://images.cdn-cian.ru/images/2511538342-1.jpg,https://images.cdn-cian.ru/images/2511538357-1.jpg,https://images.cdn-cian.ru/images/2511538376-1.jpg,https://images.cdn-cian.ru/images/2511538392-1.jpg,https://images.cdn-cian.ru/images/2511538405-1.jpg,https://images.cdn-cian.ru/images/2511538423-1.jpg,https://images.cdn-cian.ru/images/2511538432-1.jpg,https://images.cdn-cian.ru/images/2511538437-1.jpg,https://images.cdn-cian.ru/images/2511538459-1.jpg,https://images.cdn-cian.ru/images/2511538467-1.jpg,https://images.cdn-cian.ru/images/2511538475-1.jpg,https://images.cdn-cian.ru/images/2511538485-1.jpg,https://images.cdn-cian.ru/images/2511538497-1.jpg,https://images.cdn-cian.ru/images/2511538509-1.jpg,https://images.cdn-cian.ru/images/2511538521-1.jpg,https://images.cdn-cian.ru/images/2511538530-1.jpg,https://images.cdn-cian.ru/images/2511538544-1.jpg,https://images.cdn-cian.ru/images/2511538575-1.jpg",False,10.0,Изолированная,52.9,можно с детьми,Улица 1905 года,,р-н Пресненский,318337320,https://www.cian.ru/rent/flat/318337320/,,0.0,,90000,Косметический,от года,,3.0,,,90000.0,,active,"3-комн. квартира, 81,5 м², 6/7 этаж",27.0,81.5,234.0,167.0,,2025-06-03 15:38:00,включена (без счётчиков),На улицу,1958.0,,,,
2025-06-05 14:30:00,"ул. Пырьева, 24",,1 балкон,1 совмещенный,II-18-01/12,Блочный,,Железобетонные,58.0,,пешком  косметика чистая простая квартира для  обычных людей все есть сус ванна балкон сегодня,3.81,ЗАО,1 пассажирский,Нет,1.0,,2025-06-11 02:32:06,,,True,True,True,True,True,True,True,False,False,True,Центральное,"https://images.cdn-cian.ru/images/kvartira-moskva-ulica-pyreva-2514527593-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-pyreva-2514527600-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-pyreva-2514527597-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-pyreva-2514527588-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-pyreva-2514527590-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-pyreva-2514527594-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-pyreva-2514524134-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-pyreva-2514527592-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-pyreva-2514524463-1.jpg",False,9.0,Изолированная,,можно с детьми и животными,Кутузовская,,р-н Раменки,318355458,https://www.cian.ru/rent/flat/318355458/,Наземная,1.0,1100.0,39800,Косметический,от года,,1.0,,,0.0,,inactive,"2-комн. квартира, 50 м², 9/9 этаж",248.0,30.0,1997.0,1501.0,,2025-06-05 14:30:00,включена (без счётчиков),Во двор,1974.0,,9.0,9.0,38700.0
2025-05-15 17:06:00,"Фрунзенская наб., 50",,,1 раздельный,Индивидуальный проект,Кирпичный,2.8,Железобетонные,50.0,,"Предлагается 1-комнатная квартира общей площадью 39 м² недалеко от станции метро ""Спортивная"". Для комфортного проживания в наличии имеется вся необходимая мебель. Кухонный гарнитур оснащен духовой печью. Окна обращены во двор и на улицу.

 - Страховой депозит можно оплатить 2-мя частями.
 - Можно с детьми.

 - Объект представляет агент Capital Mars - Наталья.
 - ID объекта 642344.",2.63,ЦАО,,Нет,14.0,74000.0,2025-06-11 03:03:53,,,False,False,False,True,False,False,True,False,False,True,Центральное,,True,8.0,,,можно с детьми,Спортивная,,р-н Хамовники,316942588,https://www.cian.ru/rent/flat/316942588/,,1.0,-10000.0,80000,,от года,,1.0,,,80000.0,,non active,"1-комн. квартира, 39 м², 6/16 этаж",19.0,39.0,307.0,184.0,2025-05-26 11:53:00,2025-05-15 17:06:00,включена (без счётчиков),На улицу и двор,1957.0,,6.0,16.0,90000.0
2025-05-13 17:25:00,"ул. Пресненский Вал, 28С1",,1 лоджия,1 раздельный,Индивидуальный проект,Кирпичный,,Железобетонные,0.0,,"Квартира для студентов.
С 1 июня 2025, минимум на год. 
Студенты Академии музыки имени Гнесиных и Стоматологического университета имени Евдокимова приглашаются.
Регистирую бесплатно.

An apartment for two students.
From June 1, 2025, for at least a year. 
Students of the Gnessin Academy of Music and the Evdokimov Dental University are welcome. 
Registration is free.",4.84,ЦАО,1 пассажирский,Нет,1.0,66000.0,2025-06-11 02:55:59,Да,Центральное,False,True,False,False,False,True,True,False,True,True,Центральное,"https://images.cdn-cian.ru/images/kvartira-moskva-ulica-presnenskiy-val-2484107036-1.jpg,https://images.cdn-cian.ru/images/2487786965-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-presnenskiy-val-2487763700-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-presnenskiy-val-2484107664-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-presnenskiy-val-2484122438-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-presnenskiy-val-2484122409-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-presnenskiy-val-2484107682-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-presnenskiy-val-2484122476-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-presnenskiy-val-2484122399-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-presnenskiy-val-2484107735-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-presnenskiy-val-2484107712-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-presnenskiy-val-2484122421-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-presnenskiy-val-2484122465-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-presnenskiy-val-2484122467-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-presnenskiy-val-2484108108-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-presnenskiy-val-2484122446-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-presnenskiy-val-2484122429-1.jpg",False,8.0,Смежная,25.0,,Улица 1905 года,,р-н Пресненский,317343566,https://www.cian.ru/rent/flat/317343566/,Наземная,1.0,,83000,Без ремонта,от года,,2.0,,,83000.0,,active,"2-комн. квартира, 48 м², 5/9 этаж",14.0,48.0,476.0,320.0,,2025-05-10 22:08:00,включена (без счётчиков),На улицу,1966.0,,5.0,9.0,
2025-04-18 10:25:00,"2-й Верхний Михайловский проезд, 4",,1 лоджия,1 совмещенный,Индивидуальный проект,Монолитный,,Железобетонные,60.0,,"Стильная однокомнатная квартира в тёплом кирпичном доме в непосредственной близости от станций метро Шаболовская, Тульская, Ленинский проспект. Вся необходимая для проживания мебель и техника, включая кондиционер. Лоджия застеклённая. Душевая кабина.  Строго без животных. Только длительный срок. Один человек или семья без детей.

  У собственника могут быть отдельные пожелания к нанимателям, уточняйте информацию по телефону.",4.82,ЮАО,1 пассажирский,Нет,5.0,66000.0,2025-06-11 03:27:48,Да,Центральное,True,False,False,True,True,True,True,True,True,True,Центральное,,True,6.5,,17.0,,Шаболовская,,р-н Донской,315632122,https://www.cian.ru/rent/flat/315632122/,Наземная,1.0,,70000,Евроремонт,от года,,1.0,,,70000.0,,non active,"1-комн. квартира, 33 м², 7/9 этаж",,33.0,669.0,468.0,2025-04-30 11:59:00,2025-04-18 10:25:00,включена (без счётчиков),,1968.0,,7.0,9.0,
2025-04-16 09:58:00,"1-й Хорошевский проезд, 2/17",,1 балкон,1 раздельный,Индивидуальный проект,Блочный,3.0,Железобетонные,50.0,,"Вашему вниманию предлогается одна комнатная квартира,общ площадью 35 кв.м,на 4 этаже 4х этажного дома.
Дом находится в шаговой доступности от м .Беговая.
Вся мебель в наличии для проживания,так же имеется нагреватель для воды.
Окна обращены на улицу.
Чистый ухоженный подъезд,домофон,тихий двор,детская площадка,много зелени.
Замечательный район с развитой инфраструктурой ,в шаговой доступности кафе и рестораны,аптеки,магазины продуктов питания,пункты выдачи Азон и Валбэрис .
Счетчики ХВС и Электро оплачиваются отдельно.Прказ в удобное для вас время.",6.14,САО,,Нет,10.0,,2025-06-11 03:16:05,,Центральное,False,True,False,True,True,True,True,False,True,True,Центральное,,True,7.0,,20.0,,Беговая,,р-н Хорошевский,316344319,https://www.cian.ru/rent/flat/316344319/,Наземная,1.0,,60000,Косметический,от года,,1.0,,,60000.0,,non active,"1-комн. квартира, 35 м², 4/4 этаж",,35.0,,,2025-04-24 19:46:00,2025-04-16 09:58:00,включена (без счётчиков),На улицу,1951.0,,4.0,4.0,
2025-04-14 17:15:00,"Донская ул., 31",,1 балкон,1 раздельный,Индивидуальный проект,Монолитный,2.8,Железобетонные,50.0,,"Вашему вниманию предлагается двухкомнатная квартира, с двумя изолированными комнатами, только сделали качественный ремонт, квартира с красивыми видами на Храм Ризоположения на Донской, квартира предлагается без мебели, в кухне есть встроенный гарнитур, по технике холодильник, стиральная машина. Санузел совмещенный (ванна). Двор огороженный, подъезд чистый. Рассмотрим ваши предложения, квартира свободная, оперативно могу показать. 

Арт. 101382967",3.53,ЮАО,1 пассажирский,Нет,3.0,103000.0,2025-06-11 03:17:06,,Центральное,False,True,False,True,False,True,False,False,True,True,Центральное,,True,8.5,Изолированная,35.0,можно с детьми,Шаболовская,,р-н Донской,316284374,https://www.cian.ru/rent/flat/316284374/,Открытая,0.0,,80000,Дизайнерский,от года,,2.0,,,80000.0,,non active,Новый ремонт! Видовая! Комфортная,1.0,55.0,75.0,35.0,2025-05-14 21:00:00,2025-04-14 17:15:00,включена (без счётчиков),На улицу и двор,1962.0,,,,
